restaurant_name,restaurant_phone,restaurant_website,hours,price_range,price_range_num,restaurant_id,cuisines,address,geo,menus,last_updated
Subway,(303) 436-0486,http://www.subway.com,,,0,39748543104996590,['Sandwiches'],"{'city': 'DENVER', 'state': 'CO', 'postal_code': '80202', 'street': '1201 16th St', 'formatted': '1201 16th St DENVER, CO 80202'}","{'lat': 39.748543, 'lon': -104.996593}","[{'menu_name': 'Main', 'menu_sections': [{'section_name': 'Limited Time Offer', 'description': '', 'menu_items': []}, {'section_name': 'Sandwiches', 'description': '', 'menu_items': []}, {'section_name': 'Signature Wraps', 'description': '', 'menu_items': [{'name': 'Chipotle Southwest Steak & Cheese Signature Wrap', 'description': 'Saddle up with this delicious tomato basil wrap jam-packed with a double portion of steak and topped with your favorite tex-mex flavors like Monterey cheddar, guacamole, jalapeños, lettuce, tomatoes, red onions, green peppers and Chipotle Southwest sauce.', 'pricing': [{'price': 7.99, 'currency': 'USD', 'priceString': '$7.99'}], 'price': 7.99}, {'name': 'Savory Rotisserie-Style Chicken Caesar Signature Wrap', 'description': ""Who can resist the classic combination of a delicious Spinach wrap filled with a double portion of tender Rotisserie-Style chicken with seasoning and marinade topped with Monterey Cheddar, Parmesan cheese, lettuce, tomatoes and Savory Caesar sauce? It's fit for an emperor."", 'pricing': [{'price': 7.99, 'currency': 'USD', 'priceString': '$7.99'}], 'price': 7.99}, {'name': 'Turkey, Bacon & Guacamole Signature Wrap', 'description': 'The name says it all. A delicious Tomato Basil wrap filled with a double portion of turkey breast and smoky applewood bacon topped with Provolone cheese, guacamole, lettuce, tomatoes, red onions, and Ranch.', 'pricing': [{'price': 7.99, 'currency': 'USD', 'priceString': '$7.99'}], 'price': 7.99}]}, {'section_name': 'Salads', 'description': '', 'menu_items': [{'name': 'Black Forest Ham Chopped Salad', 'description': 'The Black Forest Ham has never been better. Load it up with all the crunchy veggies you like.', 'pricing': [{'price': 6.48, 'currency': 'USD', 'priceString': '$6.48'}], 'price': 6.48}, {'name': 'Chicken & Bacon Ranch Melt Chopped Salad', 'description': 'Saddle and and try the fresh toasted SUBWAY Chicken & Bacon Ranch Melt sandwich. Stuffed with melted Monterey cheddar cheese,tender allwhite meat chicken, crispy bacon, ranch dressing and your choice of crisp veggies.', 'pricing': [{'price': 7.78, 'currency': 'USD', 'priceString': '$7.78'}], 'price': 7.78}, {'name': 'Cold Cut Combo Chopped Salad', 'description': ""Can't decide what kind of meat you want? Get them all. The Cold Cut Combo is stacked with turkey based ham, salami and bologna. This combo has a little bit of everything."", 'pricing': [{'price': 6.48, 'currency': 'USD', 'priceString': '$6.48'}], 'price': 6.48}, {'name': 'Italian BMT® Chopped Salad', 'description': 'This all time Italian classic is filled with Genoa salami, spicy pepperoni, and Black Forest Ham. Get it made the way you say with your favorite veggies.', 'pricing': [{'price': 7.48, 'currency': 'USD', 'priceString': '$7.48'}], 'price': 7.48}, {'name': 'Meatball Marinara Chopped Salad', 'description': 'A SUBWAY restaurants favorite. Enjoy Italian style meatballs drenched in irresistible marinara sauce.', 'pricing': [{'price': 6.48, 'currency': 'USD', 'priceString': '$6.48'}], 'price': 6.48}, {'name': 'Oven Roasted Chicken Breast Chopped Salad', 'description': 'The Oven Roasted Chicken you love is piled highwith your choice of toppings from spicy jalapenos to crisp green peppers.', 'pricing': [{'price': 6.48, 'currency': 'USD', 'priceString': '$6.48'}], 'price': 6.48}, {'name': 'Roast Beef Chopped Salad', 'description': 'Piled high with thinly cut slices of lean roast beef. This crowd favorite is served with your choice of fresh veggies.', 'pricing': [{'price': 7.69, 'currency': 'USD', 'priceString': '$7.69'}], 'price': 7.69}, {'name': 'Rotisserie-Style Chicken Chopped Salad', 'description': ""It's alright to flip out over our new chicken. The new Rotisserie-Style Chicken Sandwich is made with tender, hand pulled all white meat chicken, raised without antibiotics."", 'pricing': [{'price': 7.78, 'currency': 'USD', 'priceString': '$7.78'}], 'price': 7.78}, {'name': 'Spicy Italian Chopped Salad', 'description': 'Go ahead, spice up your life. The Spicy Italian features spicy pepperoni and sensational salami. Try one today with everything else your taste buds desire.', 'pricing': [{'price': 6.48, 'currency': 'USD', 'priceString': '$6.48'}], 'price': 6.48}, {'name': 'Steak & Cheese Chopped Salad', 'description': 'Back by popular demand, the Steak & Cheese is here to stay. The two most elemental, irresistible ingredients in the world piled high with your choice of crisp veggies.', 'pricing': [{'price': 7.78, 'currency': 'USD', 'priceString': '$7.78'}], 'price': 7.78}, {'name': 'SUBWAY Club® Chopped Salad', 'description': 'Tender sliced turkey breast, lean roast beef and tasty Black Forest ham come together with your choice of fresh veggies for a low fat flavor fiesta. Experience all the deliciousity for 6 grams of fat.', 'pricing': [{'price': 7.48, 'currency': 'USD', 'priceString': '$7.48'}], 'price': 7.48}, {'name': 'Sweet Onion Chicken Teriyaki Chopped Salad', 'description': 'This gourmet specialty is a flavorful blend of tender teriyaki glazed chicken strips and our own fat-free sweet onion sauce.', 'pricing': [{'price': 7.78, 'currency': 'USD', 'priceString': '$7.78'}], 'price': 7.78}, {'name': 'Tuna Chopped Salad', 'description': 'Our tasty tuna sandwich is simply sumptuous. Flaked tuna, mixed with mayo, and your choice of veggies, this local favorite can be build to suit your craving.', 'pricing': [{'price': 7.48, 'currency': 'USD', 'priceString': '$7.48'}], 'price': 7.48}, {'name': 'Turkey Breast Chopped Salad', 'description': 'Get flavor without the flab when you try this American classic. Dive into tender turkey breast piled sky high with crisp veggies.', 'pricing': [{'price': 7.48, 'currency': 'USD', 'priceString': '$7.48'}], 'price': 7.48}, {'name': 'Veggie Delite® Chopped Salad', 'description': 'Crispy, crunchy and classically delicious. Try a delicious combination of lettuce, tomatoes, green peppers, black olives, spinach and onions with your choice of dressing.', 'pricing': [{'price': 6.48, 'currency': 'USD', 'priceString': '$6.48'}], 'price': 6.48}]}, {'section_name': 'Sides', 'description': '', 'menu_items': [{'name': 'Applesauce', 'description': '', 'pricing': [{'price': 1.59, 'currency': 'USD', 'priceString': '$1.59'}], 'price': 1.59}, {'name': ""Baked Lay's Chips"", 'description': '', 'pricing': [{'price': 1.39, 'currency': 'USD', 'priceString': '$1.39'}], 'price': 1.39}, {'name': 'Harvest Cheddar SunChips', 'description': '', 'pricing': [{'price': 1.39, 'currency': 'USD', 'priceString': '$1.39'}], 'price': 1.39}, {'name': 'Nacho Cheese Doritos', 'description': '', 'pricing': [{'price': 1.39, 'currency': 'USD', 'priceString': '$1.39'}], 'price': 1.39}, {'name': ""Original Lay's Chips"", 'description': '', 'pricing': [{'price': 1.39, 'currency': 'USD', 'priceString': '$1.39'}], 'price': 1.39}]}, {'section_name': 'Bottled Drinks', 'description': '', 'menu_items': [{'name': '1% Low Fat White Milk', 'description': '', 'pricing': [{'price': 1.99, 'currency': 'USD', 'priceString': '$1.99'}], 'price': 1.99}, {'name': 'Dasani Water', 'description': '', 'pricing': [{'price': 2.09, 'currency': 'USD', 'priceString': '$2.09'}], 'price': 2.09}, {'name': 'Simply Orange Juice', 'description': '', 'pricing': [{'price': 2.09, 'currency': 'USD', 'priceString': '$2.09'}], 'price': 2.09}, {'name': 'Coke Classic', 'description': '', 'pricing': [{'price': 2.19, 'currency': 'USD', 'priceString': '$2.19'}], 'price': 2.19}, {'name': 'Gatorade Cool Blue', 'description': '', 'pricing': [{'price': 2.09, 'currency': 'USD', 'priceString': '$2.09'}], 'price': 2.09}, {'name': 'Gatorade Fruit Punch', 'description': '', 'pricing': [{'price': 2.09, 'currency': 'USD', 'priceString': '$2.09'}], 'price': 2.09}, {'name': 'Vitamin Water XXX', 'description': '', 'pricing': [{'price': 2.19, 'currency': 'USD', 'priceString': '$2.19'}], 'price': 2.19}, {'name': 'X2 Energy Lime', 'description': '', 'pricing': [{'price': 2.59, 'currency': 'USD', 'priceString': '$2.59'}], 'price': 2.59}, {'name': 'X2 Energy Raspberry', 'description': '', 'pricing': [{'price': 2.79, 'currency': 'USD', 'priceString': '$2.79'}], 'price': 2.79}, {'name': 'X2 Energy Strawberry Kiwi', 'description': '', 'pricing': [{'price': 2.79, 'currency': 'USD', 'priceString': '$2.79'}], 'price': 2.79}]}, {'section_name': 'Dessert', 'description': '', 'menu_items': [{'name': 'Chocolate Chip Cookie', 'description': '', 'pricing': [{'price': 0.69, 'currency': 'USD', 'priceString': '$0.69'}], 'price': 0.69}, {'name': 'Oatmeal Raisin Cookie', 'description': '', 'pricing': [{'price': 0.69, 'currency': 'USD', 'priceString': '$0.69'}], 'price': 0.69}, {'name': 'White Chocolate Macadamia Cookie', 'description': '', 'pricing': [{'price': 0.69, 'currency': 'USD', 'priceString': '$0.69'}], 'price': 0.69}]}]}]",2021-01-05T07:22:53.131Z
